"YEAR"	"MONTH"	"DAY"	"TIME"	"LATITUDE"	"LONGITUDE"	"ODF_FILENAME"
"1978"	"01"	"04"	"0850"	42.7917	-63.5	"CTD_78001_002_1_DN"
"1978"	"01"	"04"	"2221"	42.9917	-63	"CTD_78001_004_1_DN"
"1978"	"01"	"05"	"0000"	43.0033	-63.1683	"CTD_78001_005_1_DN"
"1978"	"01"	"05"	"0323"	43.0067	-63.5033	"CTD_78001_007_1_DN"
"1978"	"01"	"05"	"0455"	43	-63.6667	"CTD_78001_008_1_DN"
"1978"	"01"	"05"	"0820"	43	-64	"CTD_78001_010_1_DN"
"1978"	"01"	"05"	"0944"	42.9167	-64	"CTD_78001_011_1_DN"
"1978"	"08"	"26"	"1550"	44.945	-61.3217	"CTD_78026_001_1_DN"
"1978"	"11"	"17"	"1539"	47.0833	-60.0267	"CTD_78034_001_1_DN"
"1978"	"11"	"17"	"1854"	47.4833	-60.3167	"CTD_78034_002_1_DN"
"1978"	"11"	"17"	"2255"	47.7517	-59.605	"CTD_78034_003_1_DN"
"1978"	"11"	"18"	"0231"	48	-59.5	"CTD_78034_004_1_DN"
"1978"	"11"	"21"	"2005"	47.825	-62.8167	"CTD_78034_036_1_DN"
"1978"	"11"	"21"	"2340"	47.1583	-63.1583	"CTD_78034_037_1_DN"
"1978"	"11"	"22"	"0345"	46.7733	-62.05	"CTD_78034_038_1_DN"
"1979"	"04"	"25"	"0117"	42.68	-64	"CTD_79007A_001_1_DN"
"1979"	"04"	"25"	"0347"	42.78	-64.15	"CTD_79007A_002_1_DN"
"1979"	"04"	"25"	"2120"	43.56	-65.14	"CTD_79007A_003_1_DN"
"1979"	"04"	"25"	"2345"	43.48	-65.03	"CTD_79007A_004_1_DN"
"1979"	"04"	"26"	"0107"	42.38	-64.97	"CTD_79007A_005_1_DN"
"1979"	"04"	"26"	"0249"	43.25	-64.8	"CTD_79007A_006_1_DN"
"1979"	"04"	"26"	"0415"	43.13	-64.63	"CTD_79007A_007_1_DN"
"1979"	"04"	"27"	"0730"	43.33	-65.63	"CTD_79007A_008_1_DN"
"1979"	"04"	"28"	"0045"	43.21	-65.76	"CTD_79007A_009_1_DN"
"1979"	"04"	"28"	"0045"	43.21	-65.76	"CTD_79007A_009_2_DN"
"1979"	"04"	"28"	"0521"	43.03	-65.77	"CTD_79007A_010_1_DN"
"1979"	"04"	"28"	"0641"	42.95	-65.79	"CTD_79007A_011_1_DN"
"1979"	"04"	"28"	"0801"	42.87	-65.81	"CTD_79007A_012_1_DN"
"1979"	"04"	"28"	"0919"	42.79	-65.83	"CTD_79007A_013_1_DN"
"1979"	"04"	"28"	"1035"	42.7	-65.86	"CTD_79007A_014_1_DN"
"1979"	"04"	"28"	"1149"	42.63	-65.88	"CTD_79007A_015_1_DN"
"1979"	"04"	"28"	"1314"	42.55	-65.91	"CTD_79007A_016_1_DN"
"1979"	"04"	"28"	"1446"	42.47	-65.97	"CTD_79007A_017_1_DN"
"1979"	"04"	"28"	"1605"	42.4	-66.02	"CTD_79007A_018_1_DN"
"1979"	"04"	"28"	"1740"	42.33	-66.08	"CTD_79007A_019_1_DN"
"1979"	"04"	"28"	"1740"	42.33	-66.08	"CTD_79007A_019_2_DN"
"1979"	"04"	"28"	"1908"	42.25	-66.13	"CTD_79007A_020_1_DN"
"1979"	"04"	"28"	"2037"	42.18	-66.18	"CTD_79007A_021_1_DN"
"1979"	"04"	"28"	"2154"	42.09	-66.2	"CTD_79007A_022_1_DN"
"1979"	"04"	"28"	"2343"	41.96	-66.33	"CTD_79007A_023_1_DN"
"1979"	"04"	"29"	"0344"	41.77	-66.03	"CTD_79007A_024_1_DN"
"1979"	"04"	"29"	"0505"	41.91	-65.9	"CTD_79007A_025_1_DN"
"1979"	"04"	"29"	"0643"	43.05	-65.76	"CTD_79007A_026_1_DN"
"1979"	"04"	"29"	"1619"	42.33	-65.3	"CTD_79007A_029_1_DN"
"1979"	"04"	"29"	"1820"	42.32	-65	"CTD_79007A_030_1_DN"
"1979"	"04"	"29"	"2014"	42.47	-65.07	"CTD_79007A_031_1_DN"
"1979"	"04"	"29"	"2134"	42.63	-65.15	"CTD_79007A_032_1_DN"
"1979"	"04"	"29"	"2253"	42.78	-65.22	"CTD_79007A_033_1_DN"
"1979"	"04"	"30"	"0019"	42.94	-65.3	"CTD_79007A_034_1_DN"
"1979"	"04"	"30"	"0140"	43.09	-65.37	"CTD_79007A_035_1_DN"
"1979"	"04"	"30"	"0304"	43.23	-65.45	"CTD_79007A_036_1_DN"
"1979"	"04"	"30"	"0539"	43.47	-65.05	"CTD_79007A_037_1_DN"
"1979"	"05"	"02"	"1131"	44.6667	-66.525	"CTD_79007B_001_1_DN"
"1979"	"05"	"02"	"1213"	44.6667	-66.525	"CTD_79007B_001_2_DN"
"1979"	"05"	"02"	"1753"	44.9283	-66.5417	"CTD_79007B_002_1_DN"
"1979"	"05"	"02"	"1832"	44.9283	-66.5417	"CTD_79007B_002_2_DN"
"1979"	"05"	"02"	"2020"	45	-66.4917	"CTD_79007B_003_1_DN"
"1979"	"05"	"03"	"0004"	45	-66.4917	"CTD_79007B_003_2_DN"
"1979"	"05"	"03"	"0249"	45.1167	-66.2833	"CTD_79007B_004_1_DN"
"1979"	"05"	"03"	"0425"	45.1167	-66.2833	"CTD_79007B_004_2_DN"
"1979"	"05"	"03"	"0723"	45.0833	-66.3667	"CTD_79007B_005_1_DN"
"1979"	"05"	"03"	"0832"	45.0833	-66.3667	"CTD_79007B_005_2_DN"
"1979"	"05"	"03"	"1317"	45.05	-66.4667	"CTD_79007B_006_1_DN"
"1979"	"05"	"03"	"1459"	45.05	-66.4667	"CTD_79007B_006_2_DN"
"1979"	"05"	"03"	"1730"	45.0967	-66.525	"CTD_79007B_007_1_DN"
"1979"	"05"	"03"	"2114"	45.0967	-66.525	"CTD_79007B_007_2_DN"
"1979"	"05"	"03"	"2301"	45.0833	-66.6	"CTD_79007B_008_1_DN"
"1979"	"05"	"04"	"0131"	45.0833	-66.6	"CTD_79007B_008_2_DN"
"1979"	"05"	"04"	"0537"	45.0333	-66.6	"CTD_79007B_009_1_DN"
"1979"	"05"	"04"	"0629"	45.0333	-66.6	"CTD_79007B_009_2_DN"
"1979"	"05"	"04"	"1017"	45.0583	-66.4417	"CTD_79007B_010_1_DN"
"1979"	"05"	"04"	"1235"	45.0583	-66.4417	"CTD_79007B_010_2_DN"
"1979"	"05"	"04"	"1337"	45.0583	-66.4417	"CTD_79007B_010_3_DN"
"1979"	"05"	"04"	"1429"	45.0583	-66.4417	"CTD_79007B_010_4_DN"
"1979"	"05"	"04"	"1653"	45.0583	-66.4417	"CTD_79007B_010_5_DN"
"1979"	"05"	"04"	"1727"	45.0583	-66.4417	"CTD_79007B_010_6_DN"
"1979"	"05"	"04"	"1826"	45.0583	-66.4417	"CTD_79007B_010_7_DN"
"1979"	"05"	"04"	"1928"	45.0583	-66.4417	"CTD_79007B_010_8_DN"
"1979"	"05"	"04"	"2024"	45.0583	-66.4417	"CTD_79007B_010_9_DN"
"1979"	"05"	"04"	"2123"	45.0583	-66.4417	"CTD_79007B_010_10_DN"
"1979"	"05"	"04"	"2228"	45.0583	-66.4417	"CTD_79007B_010_11_DN"
"1979"	"05"	"04"	"2327"	45.0583	-66.4417	"CTD_79007B_010_12_DN"
"1979"	"05"	"05"	"0031"	45.0583	-66.4417	"CTD_79007B_010_13_DN"
"1979"	"05"	"05"	"0129"	45.0583	-66.4417	"CTD_79007B_010_14_DN"
"1979"	"05"	"05"	"0229"	45.0583	-66.4417	"CTD_79007B_010_15_DN"
"1979"	"05"	"05"	"0326"	45.0583	-66.4417	"CTD_79007B_010_16_DN"
"1979"	"05"	"05"	"0424"	45.0583	-66.4417	"CTD_79007B_010_17_DN"
"1979"	"05"	"05"	"0526"	45.0583	-66.4417	"CTD_79007B_010_18_DN"
"1979"	"05"	"05"	"0626"	45.0583	-66.4417	"CTD_79007B_010_19_DN"
"1979"	"05"	"05"	"0725"	45.0583	-66.4417	"CTD_79007B_010_20_DN"
"1979"	"05"	"05"	"0823"	45.0583	-66.4417	"CTD_79007B_010_21_DN"
"1979"	"05"	"05"	"0928"	45.0583	-66.4417	"CTD_79007B_010_22_DN"
"1979"	"05"	"05"	"1027"	45.0583	-66.4417	"CTD_79007B_010_23_DN"
"1979"	"05"	"05"	"1130"	45.0583	-66.4417	"CTD_79007B_010_24_DN"
"1979"	"05"	"05"	"1227"	45.0583	-66.4417	"CTD_79007B_010_25_DN"
"1979"	"08"	"06"	"1637"	44.2017	-63.4667	"CTD_79022_000_1_DN"
"1979"	"08"	"07"	"0149"	42.6833	-64	"CTD_79022_001_1_DN"
"1979"	"08"	"07"	"0406"	42.785	-64.13	"CTD_79022_002_1_DN"
"1979"	"08"	"07"	"0542"	42.917	-64.2733	"CTD_79022_003_1_DN"
"1979"	"08"	"07"	"0702"	43.0167	-64.425	"CTD_79022_004_1_DN"
"1979"	"08"	"07"	"0833"	43.1333	-64.6333	"CTD_79022_005_1_DN"
"1979"	"08"	"07"	"0946"	43.25	-64.8	"CTD_79022_006_1_DN"
"1979"	"08"	"07"	"1111"	43.3833	-64.9	"CTD_79022_007_1_DN"
"1979"	"08"	"07"	"1235"	43.4667	-65.0667	"CTD_79022_008_1_DN"
"1979"	"08"	"07"	"1420"	43.56	-65.1	"CTD_79022_009_1_DN"
"1979"	"08"	"07"	"1821"	43.2467	-65.4667	"CTD_79022_010_1_DN"
"1979"	"08"	"07"	"1939"	43.0983	-65.39	"CTD_79022_011_1_DN"
"1979"	"08"	"07"	"2054"	42.945	-65.3133	"CTD_79022_012_1_DN"
"1979"	"08"	"07"	"2212"	42.7916	-65.2333	"CTD_79022_013_1_DN"
"1979"	"08"	"07"	"2351"	42.6367	-65.1533	"CTD_79022_014_1_DN"
"1979"	"08"	"08"	"0124"	42.4883	-65.0783	"CTD_79022_015_1_DN"
"1979"	"08"	"08"	"0251"	42.3333	-65	"CTD_79022_016_1_DN"
"1979"	"08"	"08"	"0444"	42.3333	-65.0217	"CTD_79022_017_1_DN"
"1979"	"08"	"08"	"0550"	42.325	-65.425	"CTD_79022_018_1_DN"
"1979"	"08"	"08"	"0906"	42.565	-65.915	"CTD_79022_019_1_DN"
"1979"	"08"	"08"	"1512"	42.852	-65.837	"CTD_79022_020_1_DN"
"1979"	"08"	"08"	"2058"	43.1917	-65.7417	"CTD_79022_021_1_DN"
"1979"	"08"	"08"	"2149"	43.1367	-65.7617	"CTD_79022_022_1_DN"
"1979"	"08"	"08"	"2212"	43.1083	-65.775	"CTD_79022_023_1_DN"
"1979"	"08"	"08"	"2255"	43.0333	-65.7833	"CTD_79022_024_1_DN"
"1979"	"08"	"09"	"0033"	42.95	-65.8167	"CTD_79022_025_1_DN"
"1979"	"08"	"09"	"0305"	42.8717	-65.8433	"CTD_79022_026_1_DN"
"1979"	"08"	"09"	"0401"	42.79	-65.875	"CTD_79022_027_1_DN"
"1979"	"08"	"09"	"0506"	42.6882	-65.905	"CTD_79022_028_1_DN"
"1979"	"08"	"09"	"0603"	42.6317	-65.9333	"CTD_79022_029_1_DN"
"1979"	"08"	"09"	"0655"	42.5533	-65.965	"CTD_79022_030_1_DN"
"1979"	"08"	"09"	"0744"	42.475	-66.01	"CTD_79022_031_1_DN"
"1979"	"08"	"09"	"0835"	42.3983	-66.0583	"CTD_79022_032_1_DN"
"1979"	"08"	"09"	"0930"	42.3233	-66.1033	"CTD_79022_033_1_DN"
"1979"	"08"	"09"	"1021"	42.2467	-66.2	"CTD_79022_034_1_DN"
"1979"	"08"	"09"	"1112"	42.1733	-66.2033	"CTD_79022_035_1_DN"
"1979"	"08"	"09"	"1217"	42.1	-66.25	"CTD_79022_036_1_DN"
"1979"	"08"	"09"	"1327"	42.025	-66.2917	"CTD_79022_037_1_DN"
"1979"	"08"	"09"	"1425"	41.9667	-66.3333	"CTD_79022_038_1_DN"
"1979"	"08"	"09"	"1627"	41.7833	-66.0367	"CTD_79022_039_1_DN"
"1979"	"08"	"09"	"1744"	41.9167	-65.9083	"CTD_79022_040_1_DN"
"1979"	"08"	"09"	"1855"	42.0033	-65.825	"CTD_79022_041_1_DN"
"1979"	"08"	"09"	"1956"	42.0917	-65.74	"CTD_79022_042_1_DN"
"1979"	"08"	"09"	"2108"	42.1833	-65.6467	"CTD_79022_043_1_DN"
"1979"	"08"	"09"	"2243"	42.3333	-65.5	"CTD_79022_044_1_DN"
"1979"	"08"	"09"	"2350"	42.3833	-65.7167	"CTD_79022_045_1_DN"
"1979"	"08"	"10"	"0100"	42.4666	-65.8167	"CTD_79022_046_1_DN"
"1979"	"08"	"10"	"0156"	42.55	-65.9333	"CTD_79022_047_1_DN"
"1979"	"08"	"10"	"0255"	42.5717	-66.1267	"CTD_79022_048_1_DN"
"1979"	"08"	"10"	"0406"	42.6017	-66.3233	"CTD_79022_049_1_DN"
"1979"	"08"	"10"	"0526"	42.6667	-66.5	"CTD_79022_050_1_DN"
"1979"	"08"	"10"	"0647"	42.8333	-66.5	"CTD_79022_051_1_DN"
"1979"	"08"	"10"	"0809"	42.9583	-66.5	"CTD_79022_052_1_DN"
"1979"	"08"	"10"	"0926"	43.0583	-66.5	"CTD_79022_053_1_DN"
"1979"	"08"	"10"	"1046"	43.2667	-66.5	"CTD_79022_054_1_DN"
"1979"	"08"	"10"	"1225"	43.5	-66.5	"CTD_79022_055_1_DN"
"1979"	"10"	"16"	"0140"	42.6833	-63.9967	"CTD_79027_001_1_DN"
"1979"	"10"	"16"	"0358"	42.7833	-64.1583	"CTD_79027_002_1_DN"
"1979"	"10"	"16"	"0525"	42.8933	-64.3067	"CTD_79027_003_1_DN"
"1979"	"10"	"16"	"0701"	43.0217	-64.4617	"CTD_79027_004_1_DN"
"1979"	"10"	"16"	"0824"	43.1333	-64.6333	"CTD_79027_005_1_DN"
"1979"	"10"	"16"	"2242"	43.5467	-65.1583	"CTD_79027_006_1_DN"
"1979"	"10"	"16"	"2346"	43.47	-65.065	"CTD_79027_007_1_DN"
"1979"	"10"	"17"	"0057"	43.3833	-64.9667	"CTD_79027_008_1_DN"
"1979"	"10"	"17"	"0216"	43.2533	-64.8	"CTD_79027_009_1_DN"
"1979"	"10"	"17"	"0357"	43.2417	-64.4533	"CTD_79027_010_1_DN"
"1979"	"10"	"17"	"2346"	43.27	-65.7033	"CTD_79027_011_1_DN"
"1979"	"10"	"18"	"0032"	43.1917	-65.725	"CTD_79027_012_1_DN"
"1979"	"10"	"18"	"0112"	43.1083	-65.75	"CTD_79027_013_1_DN"
"1979"	"10"	"18"	"0204"	43.0233	-65.775	"CTD_79027_014_1_DN"
"1979"	"10"	"18"	"0300"	42.9333	-65.7917	"CTD_79027_015_1_DN"
"1979"	"10"	"18"	"0405"	42.8767	-65.8125	"CTD_79027_016_1_DN"
"1979"	"10"	"18"	"0502"	42.8	-65.85	"CTD_79027_017_1_DN"
"1979"	"10"	"18"	"0601"	42.7167	-65.8833	"CTD_79027_018_1_DN"
"1979"	"10"	"18"	"0653"	42.6367	-65.9083	"CTD_79027_019_1_DN"
"1979"	"10"	"18"	"0749"	42.55	-65.9333	"CTD_79027_020_1_DN"
"1979"	"10"	"18"	"0839"	42.4967	-65.9617	"CTD_79027_021_1_DN"
"1979"	"10"	"18"	"0924"	42.45	-65.99	"CTD_79027_022_1_DN"
"1979"	"10"	"18"	"2045"	42.3733	-66.0417	"CTD_79027_023_1_DN"
"1979"	"10"	"18"	"2134"	42.3067	-66.098	"CTD_79027_024_1_DN"
"1979"	"10"	"18"	"2242"	42.2333	-66.15	"CTD_79027_025_1_DN"
"1979"	"10"	"18"	"2335"	42.1667	-66.2083	"CTD_79027_026_1_DN"
"1979"	"10"	"19"	"0017"	42.125	-66.235	"CTD_79027_027_1_DN"
"1979"	"10"	"19"	"0059"	42.0917	-66.2633	"CTD_79027_028_1_DN"
"1979"	"10"	"19"	"0159"	42.0167	-66.3167	"CTD_79027_029_1_DN"
"1979"	"10"	"19"	"0256"	42.1467	-66.3283	"CTD_79027_030_1_DN"
"1979"	"10"	"19"	"0421"	42.31	-66.3267	"CTD_79027_031_1_DN"
"1979"	"10"	"19"	"0547"	42.4717	-66.3167	"CTD_79027_032_1_DN"
"1979"	"10"	"19"	"0711"	42.6375	-66.33	"CTD_79027_033_1_DN"
"1979"	"10"	"19"	"0833"	42.7983	-66.3267	"CTD_79027_034_1_DN"
"1979"	"10"	"19"	"1817"	42.8358	-65.8133	"CTD_79027_035_1_DN"
"1979"	"10"	"19"	"1925"	42.7717	-65.6617	"CTD_79027_036_1_DN"
"1979"	"10"	"19"	"2035"	42.795	-65.4183	"CTD_79027_037_1_DN"
"1979"	"10"	"19"	"2202"	42.8083	-65.1817	"CTD_79027_038_1_DN"
"1979"	"10"	"19"	"2312"	42.9367	-65.0333	"CTD_79027_039_1_DN"
"1979"	"10"	"20"	"0018"	42.9833	-64.8333	"CTD_79027_040_1_DN"
"1979"	"10"	"20"	"0101"	43.0517	-64.905	"CTD_79027_041_1_DN"
"1979"	"10"	"20"	"0157"	43.1333	-64.9767	"CTD_79027_042_1_DN"
"1979"	"10"	"20"	"0234"	43.1833	-65.0417	"CTD_79027_043_1_DN"
"1979"	"10"	"20"	"0328"	43.25	-65.12	"CTD_79027_044_1_DN"
"1979"	"10"	"20"	"0443"	43.3233	-65.2167	"CTD_79027_045_1_DN"
"1979"	"10"	"20"	"0527"	43.38	-65.2667	"CTD_79027_046_1_DN"
"1979"	"10"	"20"	"0616"	43.4375	-65.3217	"CTD_79027_047_1_DN"
"1979"	"10"	"20"	"0741"	43.47	-65.065	"CTD_79027_048_1_DN"
"1979"	"10"	"20"	"0838"	43.5667	-65.1333	"CTD_79027_049_1_DN"
"1979"	"10"	"20"	"1705"	43.31	-65.4967	"CTD_79027_050_1_DN"
"1979"	"10"	"20"	"1755"	43.24	-65.45	"CTD_79027_051_1_DN"
"1979"	"10"	"20"	"1852"	43.1683	-65.4083	"CTD_79027_052_1_DN"
"1979"	"10"	"20"	"1947"	43.0917	-65.3567	"CTD_79027_053_1_DN"
"1979"	"10"	"20"	"2033"	43.0167	-65.3067	"CTD_79027_054_1_DN"
"1979"	"10"	"20"	"2120"	42.9383	-65.2583	"CTD_79027_055_1_DN"
"1979"	"10"	"20"	"2217"	42.8667	-65.21	"CTD_79027_056_1_DN"
"1979"	"10"	"20"	"2300"	42.8083	-65.18	"CTD_79027_057_1_DN"
"1979"	"10"	"20"	"2345"	42.7367	-65.125	"CTD_79027_058_1_DN"
"1979"	"10"	"21"	"0107"	42.665	-65.0817	"CTD_79027_059_1_DN"
"1979"	"10"	"21"	"0155"	42.5867	-65.0283	"CTD_79027_060_1_DN"
"1979"	"10"	"21"	"0242"	42.5133	-64.9833	"CTD_79027_061_1_DN"
"1979"	"10"	"21"	"0335"	42.435	-64.9333	"CTD_79027_062_1_DN"
"1979"	"10"	"21"	"0428"	42.3617	-64.8883	"CTD_79027_063_1_DN"
"1979"	"10"	"21"	"0616"	42.23	-64.8	"CTD_79027_064_1_DN"
"1979"	"10"	"21"	"0753"	42.05	-64.6983	"CTD_79027_065_1_DN"
"1979"	"10"	"21"	"0923"	41.9833	-64.8583	"CTD_79027_066_1_DN"
"1979"	"10"	"21"	"1053"	41.9	-65.025	"CTD_79027_067_1_DN"
"1979"	"10"	"21"	"1206"	41.8	-64.9967	"CTD_79027_068_1_DN"
"1979"	"10"	"21"	"1332"	41.9367	-65.1483	"CTD_79027_069_1_DN"
"1979"	"10"	"21"	"1443"	42.005	-65.2233	"CTD_79027_070_1_DN"
"1979"	"10"	"21"	"1544"	42.075	-65.2917	"CTD_79027_071_1_DN"
"1979"	"10"	"21"	"1648"	42.1367	-65.3517	"CTD_79027_072_1_DN"
"1979"	"10"	"21"	"1816"	42.2	-65.4333	"CTD_79027_073_1_DN"
"1979"	"10"	"21"	"1919"	42.265	-65.5	"CTD_79027_074_1_DN"
"1979"	"10"	"21"	"2024"	42.4	-65.5667	"CTD_79027_075_1_DN"
"1979"	"10"	"21"	"2240"	42.2	-65.5617	"CTD_79027_076_1_DN"
"1979"	"10"	"21"	"2335"	42.16	-65.615	"CTD_79027_077_1_DN"
"1979"	"10"	"22"	"0027"	42.1367	-65.6333	"CTD_79027_078_1_DN"
"1979"	"10"	"22"	"0139"	42.0683	-65.6933	"CTD_79027_079_1_DN"
"1979"	"10"	"22"	"0250"	42.0067	-65.7667	"CTD_79027_080_1_DN"
"1979"	"10"	"22"	"0418"	41.94	-65.8317	"CTD_79027_081_1_DN"
"1979"	"10"	"22"	"0548"	41.8733	-65.8933	"CTD_79027_082_1_DN"
"1979"	"10"	"22"	"0808"	41.6367	-65.7083	"CTD_79027_083_1_DN"
"1979"	"10"	"22"	"0927"	41.6917	-65.795	"CTD_79027_084_1_DN"
"1979"	"10"	"22"	"1038"	41.75	-65.8833	"CTD_79027_085_1_DN"
"1979"	"10"	"22"	"1141"	41.8	-65.9733	"CTD_79027_086_1_DN"
"1979"	"10"	"22"	"1252"	41.91	-66.14	"CTD_79027_087_1_DN"
"1979"	"10"	"22"	"1404"	42.0167	-66.3167	"CTD_79027_088_1_DN"
"1979"	"10"	"22"	"1523"	42.095	-66.2633	"CTD_79027_089_1_DN"
"1979"	"10"	"22"	"1555"	42.125	-66.2417	"CTD_79027_090_1_DN"
"1979"	"10"	"22"	"1630"	42.1683	-66.1983	"CTD_79027_091_1_DN"
"1979"	"10"	"22"	"1717"	42.2417	-66.1417	"CTD_79027_092_1_DN"
"1979"	"10"	"22"	"1829"	42.3067	-66.1	"CTD_79027_093_1_DN"
"1979"	"10"	"22"	"1929"	42.38	-66.05	"CTD_79027_094_1_DN"
"1979"	"10"	"22"	"2012"	42.45	-66.0083	"CTD_79027_095_1_DN"
"1979"	"10"	"22"	"2048"	42.495	-65.9583	"CTD_79027_096_1_DN"
"1979"	"10"	"22"	"2123"	42.55	-65.93	"CTD_79027_097_1_DN"
"1979"	"10"	"22"	"2229"	42.7117	-65.8817	"CTD_79027_098_1_DN"
"1979"	"10"	"22"	"2339"	42.875	-65.8333	"CTD_79027_099_1_DN"
"1979"	"10"	"23"	"0052"	43.035	-65.76	"CTD_79027_100_1_DN"
"1979"	"10"	"23"	"0158"	43.1917	-65.73	"CTD_79027_101_1_DN"
"1979"	"10"	"23"	"0355"	43.2433	-66.1717	"CTD_79027_102_1_DN"
"1979"	"10"	"23"	"0502"	43.1667	-66.1833	"CTD_79027_103_1_DN"
"1979"	"10"	"23"	"0546"	43.085	-66.1867	"CTD_79027_104_1_DN"
"1979"	"10"	"23"	"0635"	43	-66.2	"CTD_79027_105_1_DN"
"1979"	"10"	"23"	"0716"	42.9217	-66.21	"CTD_79027_106_1_DN"
"1979"	"10"	"23"	"0754"	42.8333	-66.2183	"CTD_79027_107_1_DN"
"1979"	"10"	"23"	"0901"	42.8333	-66.4417	"CTD_79027_108_1_DN"
"1979"	"10"	"23"	"1011"	42.8333	-66.67	"CTD_79027_109_1_DN"
"1979"	"10"	"23"	"1122"	42.8333	-66.9	"CTD_79027_110_1_DN"
"1979"	"10"	"23"	"1236"	42.8383	-67.125	"CTD_79027_111_1_DN"
"1979"	"10"	"23"	"1342"	42.9483	-66.95	"CTD_79027_112_1_DN"
"1979"	"10"	"23"	"1423"	43	-66.8617	"CTD_79027_113_1_DN"
"1979"	"10"	"23"	"1501"	43.0583	-66.775	"CTD_79027_114_1_DN"
"1979"	"10"	"23"	"1546"	43.1117	-66.6867	"CTD_79027_115_1_DN"
"1979"	"10"	"23"	"1629"	43.17	-66.6067	"CTD_79027_116_1_DN"
"1979"	"10"	"23"	"1717"	43.2233	-66.5117	"CTD_79027_117_1_DN"
"1979"	"10"	"23"	"1757"	43.2917	-66.43	"CTD_79027_118_1_DN"
"1979"	"10"	"23"	"1842"	43.3133	-66.3433	"CTD_79027_119_1_DN"
"1979"	"10"	"23"	"1933"	43.3867	-66.2617	"CTD_79027_120_1_DN"
"1979"	"11"	"27"	"1436"	46.775	-62.0333	"CTD_79030_001_1_DN"
"1979"	"11"	"27"	"1952"	47.1483	-63.1583	"CTD_79030_002_1_DN"
"1979"	"11"	"27"	"2342"	47.825	-62.8167	"CTD_79030_003_1_DN"
"1980"	"03"	"26"	"0421"	43.0167	-64.4833	"CTD_80006_001_1_DN"
"1980"	"03"	"26"	"0604"	43.1283	-64.6375	"CTD_80006_002_1_DN"
"1980"	"03"	"26"	"0744"	43.2458	-64.8	"CTD_80006_003_1_DN"
"1980"	"03"	"26"	"0922"	43.3833	-64.9667	"CTD_80006_004_1_DN"
"1980"	"03"	"26"	"1047"	43.4833	-65.0333	"CTD_80006_005_1_DN"
"1980"	"03"	"26"	"2256"	43.5733	-65.1417	"CTD_80006_006_1_DN"
"1980"	"03"	"27"	"0105"	43.37	-65.4	"CTD_80006_007_1_DN"
"1980"	"03"	"27"	"0246"	43.2167	-65.3033	"CTD_80006_008_1_DN"
"1980"	"03"	"27"	"0428"	43.0667	-65.2033	"CTD_80006_009_1_DN"
"1980"	"03"	"27"	"1119"	43.0417	-65.7833	"CTD_80006_011_1_DN"
"1980"	"03"	"27"	"2320"	43.1083	-65.7433	"CTD_80006_013_1_DN"
"1980"	"03"	"28"	"0003"	43.0217	-65.7767	"CTD_80006_014_1_DN"
"1980"	"03"	"28"	"0112"	42.9533	-65.7917	"CTD_80006_015_1_DN"
"1980"	"03"	"28"	"0214"	42.875	-65.8417	"CTD_80006_016_1_DN"
"1980"	"03"	"28"	"0355"	42.71	-65.8833	"CTD_80006_017_1_DN"
"1980"	"03"	"28"	"0536"	42.5467	-65.93	"CTD_80006_018_1_DN"
"1980"	"03"	"28"	"0643"	42.4733	-65.9767	"CTD_80006_019_1_DN"
"1980"	"03"	"28"	"0729"	42.3958	-66.02	"CTD_80006_020_1_DN"
"1980"	"03"	"28"	"0842"	42.3233	-66.0667	"CTD_80006_021_1_DN"
"1980"	"03"	"28"	"0933"	42.2483	-66.125	"CTD_80006_022_1_DN"
"1980"	"03"	"28"	"2337"	42.8567	-65.8317	"CTD_80006_023_1_DN"
"1980"	"03"	"29"	"0113"	42.8583	-66.0583	"CTD_80006_024_1_DN"
"1980"	"03"	"29"	"0321"	42.8583	-66.0583	"CTD_80006_025_1_DN"
"1980"	"03"	"29"	"0513"	42.865	-66.2917	"CTD_80006_026_1_DN"
"1980"	"03"	"29"	"0649"	42.6817	-66.495	"CTD_80006_027_1_DN"
"1980"	"03"	"29"	"0820"	42.5117	-66.5	"CTD_80006_028_1_DN"
"1980"	"03"	"29"	"0953"	42.3383	-66.5	"CTD_80006_029_1_DN"
"1980"	"03"	"29"	"1129"	42.1683	-66.5	"CTD_80006_030_1_DN"
"1980"	"03"	"29"	"1735"	42.8517	-65.8033	"CTD_80006_031_1_DN"
"1980"	"03"	"29"	"1858"	42.6533	-65.8317	"CTD_80006_032_1_DN"
"1980"	"03"	"29"	"2047"	42.4333	-65.8317	"CTD_80006_033_1_DN"
"1980"	"03"	"29"	"2316"	42.2217	-65.5	"CTD_80006_034_1_DN"
"1980"	"03"	"30"	"0116"	42.3083	-65.165	"CTD_80006_035_1_DN"
"1980"	"03"	"30"	"0330"	42.3917	-64.8333	"CTD_80006_036_1_DN"
"1980"	"03"	"30"	"0723"	42.7367	-65.0333	"CTD_80006_038_1_DN"
"1980"	"03"	"31"	"0419"	42.87	-66.5	"CTD_80006_039_1_DN"
"1980"	"03"	"31"	"0548"	43	-66.5	"CTD_80006_040_1_DN"
"1980"	"03"	"31"	"0712"	43.13	-66.5	"CTD_80006_041_1_DN"
"1980"	"03"	"31"	"0834"	43.2333	-66.3717	"CTD_80006_042_1_DN"
"1980"	"03"	"31"	"0944"	43.3383	-66.2583	"CTD_80006_043_1_DN"
