STATION	GEAR_MODEL	DATE_	Year	Month	Day	D/N	HEURE	Region	LONGITUDE	LATITUDE	PROFONDEUR_Min	PROFONDEUR_Max	PROFONDEUR_FOND_corr	Z_habitat	TAXON	STADE	Ind/m3	ind/m2
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Cfin	CIII	32.5	780
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Cfin	CIV	101.3	2430
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Cfin	CV	136.3	3270
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Cfin	CVI	7.5	180
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Cglac	CI	1.3	30
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Chyp	CIII	7.5	180
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Chyp	CIV	17.5	420
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	1	25	968.4	Oceanic_>750m	Chyp	CV	2.5	60
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Cfin	CIII	1.3	31
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Cfin	CIV	7.5	188
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Cfin	CV	61.3	1531
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Cfin	CVI	36.3	906
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Cfin	CVI	8.8	219
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Cglac	CV	1.3	31
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Chyp	CIII	6.3	156
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	25	50	968.4	Oceanic_>750m	Chyp	CIV	27.5	688
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	50	75	968.4	Oceanic_>750m	Cfin	CIV	2.3	57
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	50	75	968.4	Oceanic_>750m	Cfin	CV	4.6	114
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	50	75	968.4	Oceanic_>750m	Cfin	CVI	1.1	29
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	50	75	968.4	Oceanic_>750m	Cfin	CVI	3.4	86
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	50	75	968.4	Oceanic_>750m	Chyp	CIII	1.1	29
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	50	75	968.4	Oceanic_>750m	Chyp	CIV	1.1	29
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	75	100	968.4	Oceanic_>750m	Cfin	CV	1.1	28
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	75	100	968.4	Oceanic_>750m	Cfin	CVI	1.5	38
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	75	100	968.4	Oceanic_>750m	Chyp	CIII	0.6	14
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	75	100	968.4	Oceanic_>750m	Chyp	CIV	0.9	24
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	100	150	968.4	Oceanic_>750m	Cfin	CIV	0.1	3
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	100	150	968.4	Oceanic_>750m	Cfin	CV	1.2	59
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	100	150	968.4	Oceanic_>750m	Cfin	CVI	0.1	3
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	100	150	968.4	Oceanic_>750m	Cfin	CVI	0.2	10
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	100	150	968.4	Oceanic_>750m	Chyp	CIII	0.1	7
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	100	150	968.4	Oceanic_>750m	Chyp	CIV	0.5	24
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	150	200	968.4	Oceanic_>750m	Cfin	CV	2	98
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	150	200	968.4	Oceanic_>750m	Chyp	CIII	0.2	12
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	150	200	968.4	Oceanic_>750m	Chyp	CIV	0.1	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	150	200	968.4	Oceanic_>750m	Chyp	CV	0.1	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	200	250	968.4	Oceanic_>750m	Cfin	CIII	0.1	6
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	200	250	968.4	Oceanic_>750m	Cfin	CIV	0.1	3
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	200	250	968.4	Oceanic_>750m	Cfin	CV	1.7	87
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	200	250	968.4	Oceanic_>750m	Cfin	CVI	0.1	3
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	200	250	968.4	Oceanic_>750m	Cfin	CVI	0.1	3
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	200	250	968.4	Oceanic_>750m	Chyp	CIV	0.2	12
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	250	300	968.4	Oceanic_>750m	Cfin	CI	0.1	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	250	300	968.4	Oceanic_>750m	Cfin	CIV	0.1	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	250	300	968.4	Oceanic_>750m	Cfin	CV	0.5	27
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	250	300	968.4	Oceanic_>750m	Chyp	CIV	0.1	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Cfin	CI	0.1	9
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Cfin	CII	0.4	40
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Cfin	CIII	0.1	9
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Cfin	CIV	0	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Cfin	CV	0.7	67
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Cfin	CVI	0	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Chyp	CIII	0	4
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Chyp	CIV	0.1	9
LL7	BIONESS 0.5m	95-04-24	1995	4	24	D	1430	ESS	-58.16	44.13	300	400	968.4	Oceanic_>750m	Chyp	CV	0.1	9
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	0	50	786.6	Oceanic_>750m	Cfin	CI	612.2	30612
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	0	50	786.6	Oceanic_>750m	Cfin	CII	158.7	7937
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	0	50	786.6	Oceanic_>750m	Cfin	CIII	34	1701
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cfin	CI	8.1	406
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cfin	CII	25.3	1264
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cfin	CIII	25.3	1264
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cfin	CIV	15.3	767
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cfin	CVI	0.9	45
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cglac	CII	0.9	45
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	50	100	786.6	Oceanic_>750m	Cglac	CIII	0.9	45
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cfin	CII	2.2	108
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cfin	CIII	2.9	144
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cfin	CIV	13.7	684
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cfin	CV	66.9	3346
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cfin	CVI	5	252
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cfin	CVI	0.7	36
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Cglac	CV	5	252
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Chyp	CIV	2.2	108
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	100	150	786.6	Oceanic_>750m	Chyp	CV	1.4	72
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	150	200	786.6	Oceanic_>750m	Cfin	CI	0.4	20
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	150	200	786.6	Oceanic_>750m	Cfin	CII	0.4	20
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	150	200	786.6	Oceanic_>750m	Cfin	CV	12	599
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	150	200	786.6	Oceanic_>750m	Cfin	CVI	12	599
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	150	200	786.6	Oceanic_>750m	Cglac	CV	1.2	60
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	200	250	786.6	Oceanic_>750m	Cfin	CI	0.2	12
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	200	250	786.6	Oceanic_>750m	Cfin	CIII	0.5	24
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	200	250	786.6	Oceanic_>750m	Cfin	CIV	0.5	24
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	200	250	786.6	Oceanic_>750m	Cfin	CV	1.2	60
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	200	250	786.6	Oceanic_>750m	Cfin	CVI	0.7	36
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	250	300	786.6	Oceanic_>750m	Cfin	CI	0.6	31
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	250	300	786.6	Oceanic_>750m	Cfin	CIV	1.2	62
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	250	300	786.6	Oceanic_>750m	Cfin	CV	10.6	529
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	250	300	786.6	Oceanic_>750m	Cfin	CVI	1.9	93
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	250	300	786.6	Oceanic_>750m	Chyp	CV	0.6	31
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	300	350	786.6	Oceanic_>750m	Cfin	CI	0.7	36
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	300	350	786.6	Oceanic_>750m	Cfin	CII	0.4	18
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	300	350	786.6	Oceanic_>750m	Cfin	CV	14.9	745
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	300	350	786.6	Oceanic_>750m	Cfin	CVI	0.4	18
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	300	350	786.6	Oceanic_>750m	Cglac	CV	0.4	18
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	300	350	786.6	Oceanic_>750m	Chyp	CIV	0.7	36
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Cfin	CII	0.2	10
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Cfin	CV	13.3	663
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Cfin	CVI	1.2	62
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Cglac	CV	0.2	10
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Chyp	CIV	0.4	21
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Chyp	CV	0.2	10
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	350	400	786.6	Oceanic_>750m	Chyp	CVI	0.2	10
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	400	500	786.6	Oceanic_>750m	Cfin	CI	0.1	13
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	400	500	786.6	Oceanic_>750m	Cfin	CV	2.7	267
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	400	500	786.6	Oceanic_>750m	Cfin	CVI	0.5	51
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	400	500	786.6	Oceanic_>750m	Cglac	CV	0.1	13
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	400	500	786.6	Oceanic_>750m	Chyp	CIV	0.8	76
LL7	BIONESS 0.5m	96-06-12	1996	6	12	D	1400	ESS	-58.18	44.15	400	500	786.6	Oceanic_>750m	Chyp	CV	0.1	13
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	0	30	941.9	Oceanic_>750m	Cfin	CII	3.7	111
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	0	30	941.9	Oceanic_>750m	Cfin	CIII	3.7	111
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	0	30	941.9	Oceanic_>750m	Cfin	CIV	3.7	111
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	30	65	941.9	Oceanic_>750m	Cfin	CIV	1.3	44
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	30	65	941.9	Oceanic_>750m	Cfin	CV	1.3	44
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	30	65	941.9	Oceanic_>750m	Cfin	CVI	0.4	15
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	65	100	941.9	Oceanic_>750m	Cfin	CIII	0.7	26
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	65	100	941.9	Oceanic_>750m	Cfin	CIV	2	69
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	65	100	941.9	Oceanic_>750m	Cfin	CV	22.6	790
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	65	100	941.9	Oceanic_>750m	Chyp	CIV	0.2	9
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	65	100	941.9	Oceanic_>750m	Chyp	CV	1.2	43
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	100	125	941.9	Oceanic_>750m	Cfin	CII	0.6	15
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	100	125	941.9	Oceanic_>750m	Cfin	CIII	1.2	31
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	100	125	941.9	Oceanic_>750m	Cfin	CIV	0.6	15
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	100	125	941.9	Oceanic_>750m	Cfin	CV	0.6	15
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	100	125	941.9	Oceanic_>750m	Cfin	CVI	0.6	15
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	125	150	941.9	Oceanic_>750m	Cfin	CII	0.3	8
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	125	150	941.9	Oceanic_>750m	Cfin	CIII	1.6	39
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	125	150	941.9	Oceanic_>750m	Cfin	CVI	0.3	8
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Cfin	CIV	5.8	144
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Cfin	CV	10.1	252
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Cfin	CVI	0.7	18
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Cfin	CVI	2.2	54
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Chyp	CIV	5.8	144
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Chyp	CV	5.8	144
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	150	175	941.9	Oceanic_>750m	Chyp	CVI	0.7	18
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	175	200	941.9	Oceanic_>750m	Cfin	CIV	0.4	10
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	175	200	941.9	Oceanic_>750m	Cfin	CV	23.4	585
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	175	200	941.9	Oceanic_>750m	Chyp	CIV	2	49
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	175	200	941.9	Oceanic_>750m	Chyp	CV	0.4	10
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	175	200	941.9	Oceanic_>750m	Chyp	CVI	0.8	20
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	175	200	941.9	Oceanic_>750m	Chyp	CVI	0.4	10
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	200	225	941.9	Oceanic_>750m	Cfin	CIV	1.8	44
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	200	225	941.9	Oceanic_>750m	Cfin	CV	5.9	147
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	200	225	941.9	Oceanic_>750m	Cglac	CVI	0.6	15
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	225	250	941.9	Oceanic_>750m	Cfin	CIV	0.7	16
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	225	250	941.9	Oceanic_>750m	Cfin	CV	0.5	12
LL7	BIONESS 0.5m	97-11-01	1997	11	1	D	1245	ESS	-58.17	44.13	225	250	941.9	Oceanic_>750m	Cglac	CIV	0.3	8
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	0	100	1032.2	Oceanic_>750m	Cfin	CI	0.4	38
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	0	100	1032.2	Oceanic_>750m	Cfin	CIII	0.4	38
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	0	100	1032.2	Oceanic_>750m	Cfin	CIV	1.1	114
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	0	100	1032.2	Oceanic_>750m	Cfin	CV	0.4	38
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	0	100	1032.2	Oceanic_>750m	Cfin	CVI	0.4	38
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	0	100	1032.2	Oceanic_>750m	Chyp	CIV	0.4	38
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	300	450	1032.2	Oceanic_>750m	Calanus	all	1.1	160
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	300	450	1032.2	Oceanic_>750m	Cfin	CIV	0.4	53
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	300	450	1032.2	Oceanic_>750m	Cfin	CV	5	747
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	450	650	1032.2	Oceanic_>750m	Cfin	CIV	0.9	185
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	450	650	1032.2	Oceanic_>750m	Cfin	CV	7.4	1477
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	450	650	1032.2	Oceanic_>750m	Cfin	CVI	0.6	123
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	450	650	1032.2	Oceanic_>750m	Chyp	CIV	0.5	92
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	450	650	1032.2	Oceanic_>750m	Chyp	CV	0.6	123
LL7	HydroBIOS	98-10-04	1998	10	4	N	2145	ESS	-58.16	44.14	450	650	1032.2	Oceanic_>750m	Chyp	CVI	0.2	31
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Cfin	CIV	1.6	160
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Cfin	CV	5.6	560
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Cfin	CVI	1.2	120
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Cglac	CVI	0.4	40
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	0	100	891.6	Oceanic_>750m	Chyp	CV	0.4	40
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	100	250	891.6	Oceanic_>750m	Cfin	CIV	0.3	40
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	100	250	891.6	Oceanic_>750m	Cfin	CV	1.6	240
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	100	250	891.6	Oceanic_>750m	Cglac	CIV	0.5	80
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	100	250	891.6	Oceanic_>750m	Chyp	CIV	1.1	160
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Cfin	CIV	4.4	444
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Cfin	CV	76	7600
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Cfin	CVI	0.9	89
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Cglac	CIV	1.3	133
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Cglac	CV	0.9	89
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Chyp	CIII	0.4	44
LL7	HydroBIOS	99-10-28	1999	10	28	N	2209	ESS	-58.18	44.12	250	350	891.6	Oceanic_>750m	Chyp	CIV	16	1600
