Match_Code,,,,,,,,,,,,,,,
0: no match,,,,,,,,,,,,,,,
1: match year/month/day/lat/lon,,,,,,,,,,,,,,,
2: match year/month/day and lat/lon +/-0.2 deg,,,,,,,,,,,,,,,
3: match year/month/day; 3 closest locations,,,,,,,,,,,,,,,
4: match year/month and day +/-3d; 3 closest locations,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
pl_rec,pl_year,pl_month,pl_day,pl_heure,pl_latitude,pl_longitude,ctd_rec,ctd_year,ctd_month,ctd_day,ctd_time,ctd_latitude,ctd_longitude,ctd_odf_filename,match_code
19,1984,10,22,1300,45.78,-58.78,NA,NA,NA,NA,NA,NA,NA,NA,0
20,1984,10,22,1400,45.81,-58.74,NA,NA,NA,NA,NA,NA,NA,NA,0
21,1984,10,23,200,46.17,-57.84,NA,NA,NA,NA,NA,NA,NA,NA,0
22,1984,10,23,300,46.14,-57.81,NA,NA,NA,NA,NA,NA,NA,NA,0
23,1984,10,23,1400,45.43,-57.11,NA,NA,NA,NA,NA,NA,NA,NA,0
24,1984,10,23,1530,45.39,-57.07,NA,NA,NA,NA,NA,NA,NA,NA,0
25,1984,10,23,2256,44.79,-56.63,NA,NA,NA,NA,NA,NA,NA,NA,0
26,1984,10,24,923,44.53,-56.4,NA,NA,NA,NA,NA,NA,NA,NA,0
27,1984,10,24,1110,44.5,-56.21,NA,NA,NA,NA,NA,NA,NA,NA,0
28,1984,10,26,930,43.37,-62.26,NA,NA,NA,NA,NA,NA,NA,NA,0
29,1984,10,26,2000,43.69,-62.68,NA,NA,NA,NA,NA,NA,NA,NA,0
30,1984,10,26,2338,43.87,-62.91,NA,NA,NA,NA,NA,NA,NA,NA,0
31,1984,10,27,100,43.89,-62.94,NA,NA,NA,NA,NA,NA,NA,NA,0
32,1984,10,27,1100,43.95,-62.93,NA,NA,NA,NA,NA,NA,NA,NA,0
33,1984,10,28,1920,43.67,-63.84,NA,NA,NA,NA,NA,NA,NA,NA,0
34,1985,6,4,1830,43.17,-62.33,NA,NA,NA,NA,NA,NA,NA,NA,0
35,1985,6,4,2130,43.55,-62.63,NA,NA,NA,NA,NA,NA,NA,NA,0
36,1985,6,5,830,43.77,-62.63,NA,NA,NA,NA,NA,NA,NA,NA,0
37,1985,6,5,1300,44,-62.98,NA,NA,NA,NA,NA,NA,NA,NA,0
38,1985,6,5,1945,43.99,-63.09,NA,NA,NA,NA,NA,NA,NA,NA,0
39,1985,6,5,2130,43.72,-63.01,NA,NA,NA,NA,NA,NA,NA,NA,0
40,1985,6,6,845,44.36,-63.29,NA,NA,NA,NA,NA,NA,NA,NA,0
41,1985,6,7,900,45.41,-60.16,NA,NA,NA,NA,NA,NA,NA,NA,0
42,1985,6,7,2030,44.93,-59.55,NA,NA,NA,NA,NA,NA,NA,NA,0
43,1985,6,8,815,44.72,-59.27,NA,NA,NA,NA,NA,NA,NA,NA,0
44,1985,6,8,1200,44.52,-59,NA,NA,NA,NA,NA,NA,NA,NA,0
45,1985,6,8,1700,44.15,-58.62,NA,NA,NA,NA,NA,NA,NA,NA,0
46,1985,6,8,2100,43.81,-58.51,NA,NA,NA,NA,NA,NA,NA,NA,0
47,1985,6,8,2230,43.79,-58.51,NA,NA,NA,NA,NA,NA,NA,NA,0
48,1985,6,9,1230,44.41,-56.29,NA,NA,NA,NA,NA,NA,NA,NA,0
49,1985,6,9,1330,44.41,-56.29,NA,NA,NA,NA,NA,NA,NA,NA,0
50,1985,6,10,1100,45.74,-57.41,NA,NA,NA,NA,NA,NA,NA,NA,0
51,1985,6,10,2200,46.51,-58.11,NA,NA,NA,NA,NA,NA,NA,NA,0
52,1985,6,11,900,45.3,-57.03,NA,NA,NA,NA,NA,NA,NA,NA,0
53,1985,6,11,1800,44.68,-56.49,NA,NA,NA,NA,NA,NA,NA,NA,0
54,1985,6,13,1330,45.77,-58.94,NA,NA,NA,NA,NA,NA,NA,NA,0
55,1985,9,17,1800,44.35,-63.29,NA,NA,NA,NA,NA,NA,NA,NA,0
56,1985,9,17,2230,44.2,-63.16,NA,NA,NA,NA,NA,NA,NA,NA,0
57,1985,9,18,830,43.98,-62.98,NA,NA,NA,NA,NA,NA,NA,NA,0
58,1985,9,18,1030,43.97,-62.96,NA,NA,NA,NA,NA,NA,NA,NA,0
59,1985,9,18,1330,43.15,-62.29,NA,NA,NA,NA,NA,NA,NA,NA,0
60,1985,9,18,1730,43.78,-62.81,NA,NA,NA,NA,NA,NA,NA,NA,0
61,1985,9,18,2000,43.56,-62.63,NA,NA,NA,NA,NA,NA,NA,NA,0
62,1985,9,19,2015,43.14,-61.99,NA,NA,NA,NA,NA,NA,NA,NA,0
63,1985,9,21,1330,45.75,-59.84,NA,NA,NA,NA,NA,NA,NA,NA,0
64,1985,9,21,1745,45.45,-59.65,NA,NA,NA,NA,NA,NA,NA,NA,0
65,1985,9,21,2130,45.16,-59.42,NA,NA,NA,NA,NA,NA,NA,NA,0
66,1985,9,22,830,44.84,-59.2,NA,NA,NA,NA,NA,NA,NA,NA,0
67,1985,9,23,1330,44.22,-58.77,NA,NA,NA,NA,NA,NA,NA,NA,0
68,1985,9,23,1430,43.94,-58.61,NA,NA,NA,NA,NA,NA,NA,NA,0
69,1985,9,25,1330,45.82,-58.49,NA,NA,NA,NA,NA,NA,NA,NA,0
70,1985,9,25,1530,45.99,-58.47,NA,NA,NA,NA,NA,NA,NA,NA,0
71,1985,9,26,830,46.52,-58.27,NA,NA,NA,NA,NA,NA,NA,NA,0
72,1985,9,26,1730,45.77,-57.44,NA,NA,NA,NA,NA,NA,NA,NA,0
73,1985,9,26,2300,45.3,-57.03,NA,NA,NA,NA,NA,NA,NA,NA,0
74,1985,9,27,930,44.68,-56.5,NA,NA,NA,NA,NA,NA,NA,NA,0
75,1985,9,27,1530,44.42,-56.27,NA,NA,NA,NA,NA,NA,NA,NA,0
76,1985,11,11,1230,44.42,-56.27,2052,1985,11,13,1446,46.9177,-60.1745,CTD_85039_001_1_DN,4
76,1985,11,11,1230,44.42,-56.27,2053,1985,11,13,1610,47.086,-60.0265,CTD_85039_002_1_DN,4
76,1985,11,11,1230,44.42,-56.27,2054,1985,11,13,1750,47.25,-59.85,CTD_85039_003_1_DN,4
77,1986,9,28,830,43.82,-62.94,NA,NA,NA,NA,NA,NA,NA,NA,0
78,1986,9,28,1045,43.82,-62.94,NA,NA,NA,NA,NA,NA,NA,NA,0
79,1986,9,28,1302,43.82,-62.92,NA,NA,NA,NA,NA,NA,NA,NA,0
80,1986,9,28,1613,43.82,-62.92,NA,NA,NA,NA,NA,NA,NA,NA,0
81,1986,9,28,2000,43.84,-62.93,NA,NA,NA,NA,NA,NA,NA,NA,0
82,1986,9,28,2100,43.84,-62.93,NA,NA,NA,NA,NA,NA,NA,NA,0
83,1986,9,28,2353,43.84,-62.93,NA,NA,NA,NA,NA,NA,NA,NA,0
84,1986,9,29,1548,43.5,-62.7,NA,NA,NA,NA,NA,NA,NA,NA,0
85,1986,9,29,2037,44.04,-63.1,NA,NA,NA,NA,NA,NA,NA,NA,0
86,1986,9,29,2300,44.19,-63.2,NA,NA,NA,NA,NA,NA,NA,NA,0
87,1986,10,1,1256,43.63,-63.13,NA,NA,NA,NA,NA,NA,NA,NA,0
88,1986,10,2,115,43.84,-62.94,NA,NA,NA,NA,NA,NA,NA,NA,0
89,1986,10,3,1515,45.82,-58.48,NA,NA,NA,NA,NA,NA,NA,NA,0
90,1986,10,3,1630,45.81,-58.55,NA,NA,NA,NA,NA,NA,NA,NA,0
91,1986,10,3,1930,45.82,-58.53,NA,NA,NA,NA,NA,NA,NA,NA,0
92,1986,10,3,2039,45.83,-58.49,NA,NA,NA,NA,NA,NA,NA,NA,0
93,1986,10,4,930,45.69,-58.42,NA,NA,NA,NA,NA,NA,NA,NA,0
94,1987,6,13,32,43.78,-63,2552,1987,6,11,428,43.7133,-62.9988,CTD_87022_001_1_DN,4
95,1987,6,13,204,43.7,-62.99,2552,1987,6,11,428,43.7133,-62.9988,CTD_87022_001_1_DN,4
96,1987,7,7,345,43.7,-63.07,NA,NA,NA,NA,NA,NA,NA,NA,0
97,1987,7,7,530,43.76,-62.98,NA,NA,NA,NA,NA,NA,NA,NA,0
98,1988,4,14,1441,43.73,-62.95,3404,1988,4,17,1009,42.852,-63.4337,CTD_88003_062_1_DN,4
98,1988,4,14,1441,43.73,-62.95,3405,1988,4,17,1321,42.8662,-62.734,CTD_88003_063_1_DN,4
98,1988,4,14,1441,43.73,-62.95,3406,1988,4,17,1659,42.9837,-62.1003,CTD_88003_064_1_DN,4
99,1988,4,14,1500,43.73,-62.95,3404,1988,4,17,1009,42.852,-63.4337,CTD_88003_062_1_DN,4
99,1988,4,14,1500,43.73,-62.95,3405,1988,4,17,1321,42.8662,-62.734,CTD_88003_063_1_DN,4
99,1988,4,14,1500,43.73,-62.95,3406,1988,4,17,1659,42.9837,-62.1003,CTD_88003_064_1_DN,4
100,1988,4,14,2215,43.68,-63.75,3403,1988,4,17,710,42.7822,-64.0847,CTD_88003_061_1_DN,4
100,1988,4,14,2215,43.68,-63.75,3404,1988,4,17,1009,42.852,-63.4337,CTD_88003_062_1_DN,4
100,1988,4,14,2215,43.68,-63.75,3405,1988,4,17,1321,42.8662,-62.734,CTD_88003_063_1_DN,4
101,1988,4,14,2315,43.73,-62.95,3404,1988,4,17,1009,42.852,-63.4337,CTD_88003_062_1_DN,4
101,1988,4,14,2315,43.73,-62.95,3405,1988,4,17,1321,42.8662,-62.734,CTD_88003_063_1_DN,4
101,1988,4,14,2315,43.73,-62.95,3406,1988,4,17,1659,42.9837,-62.1003,CTD_88003_064_1_DN,4
102,1988,4,27,12,43.78,-63,NA,NA,NA,NA,NA,NA,NA,NA,0
103,1988,4,27,2230,43.78,-63,NA,NA,NA,NA,NA,NA,NA,NA,0
104,1988,6,9,2230,43.75,-63.03,NA,NA,NA,NA,NA,NA,NA,NA,0
105,1988,6,11,1430,43.75,-63.03,NA,NA,NA,NA,NA,NA,NA,NA,0
106,1988,6,12,1400,43.69,-63.76,NA,NA,NA,NA,NA,NA,NA,NA,0
107,1988,6,12,1530,43.72,-63.76,NA,NA,NA,NA,NA,NA,NA,NA,0
108,1988,6,12,2045,43.66,-63.75,NA,NA,NA,NA,NA,NA,NA,NA,0
109,1988,6,13,310,43.64,-63.77,NA,NA,NA,NA,NA,NA,NA,NA,0
110,1988,6,13,900,43.56,-62.98,NA,NA,NA,NA,NA,NA,NA,NA,0
111,1988,6,18,2228,44.37,-62.24,NA,NA,NA,NA,NA,NA,NA,NA,0
112,1988,6,19,300,44.36,-62.24,NA,NA,NA,NA,NA,NA,NA,NA,0
113,1988,6,19,2030,43.66,-62.46,NA,NA,NA,NA,NA,NA,NA,NA,0
114,1988,6,20,900,42.73,-64.1,NA,NA,NA,NA,NA,NA,NA,NA,0
115,1989,10,10,1930,44.07,-59.07,NA,NA,NA,NA,NA,NA,NA,NA,0
116,1989,10,10,2230,44.02,-59.08,NA,NA,NA,NA,NA,NA,NA,NA,0
117,1989,10,11,900,44.02,-59.08,NA,NA,NA,NA,NA,NA,NA,NA,0
118,1989,10,11,1050,44.1,-59.02,NA,NA,NA,NA,NA,NA,NA,NA,0
119,1989,10,11,1656,44.08,-59.08,NA,NA,NA,NA,NA,NA,NA,NA,0
120,1989,10,13,1616,44.15,-59.17,NA,NA,NA,NA,NA,NA,NA,NA,0
121,1989,10,13,2300,44.11,-59.03,NA,NA,NA,NA,NA,NA,NA,NA,0
122,1989,10,14,930,44.18,-59.31,NA,NA,NA,NA,NA,NA,NA,NA,0
123,1989,10,14,2300,44.17,-59.3,NA,NA,NA,NA,NA,NA,NA,NA,0
124,1989,10,15,115,44.14,-59.25,NA,NA,NA,NA,NA,NA,NA,NA,0
125,1989,10,15,1300,44.17,-59.29,NA,NA,NA,NA,NA,NA,NA,NA,0
126,1989,10,15,1500,44.15,-59.25,NA,NA,NA,NA,NA,NA,NA,NA,0
127,1989,10,17,20,45.77,-58.68,3906,1989,10,20,1506,46.2032,-62.5108,CTD_89912_001_1_DN,4
127,1989,10,17,20,45.77,-58.68,3907,1989,10,20,1549,46.2032,-62.5108,CTD_89912_001_2_DN,4
127,1989,10,17,20,45.77,-58.68,3908,1989,10,20,1638,46.205,-62.5192,CTD_89912_002_1_DN,4
128,1989,10,20,2000,43.83,-62.94,3906,1989,10,20,1506,46.2032,-62.5108,CTD_89912_001_1_DN,3
128,1989,10,20,2000,43.83,-62.94,3907,1989,10,20,1549,46.2032,-62.5108,CTD_89912_001_2_DN,3
128,1989,10,20,2000,43.83,-62.94,3908,1989,10,20,1638,46.205,-62.5192,CTD_89912_002_1_DN,3
129,1989,10,20,2340,43.72,-63.06,3906,1989,10,20,1506,46.2032,-62.5108,CTD_89912_001_1_DN,3
129,1989,10,20,2340,43.72,-63.06,3907,1989,10,20,1549,46.2032,-62.5108,CTD_89912_001_2_DN,3
129,1989,10,20,2340,43.72,-63.06,3908,1989,10,20,1638,46.205,-62.5192,CTD_89912_002_1_DN,3
130,1989,10,21,900,43.82,-62.95,3906,1989,10,20,1506,46.2032,-62.5108,CTD_89912_001_1_DN,4
130,1989,10,21,900,43.82,-62.95,3907,1989,10,20,1549,46.2032,-62.5108,CTD_89912_001_2_DN,4
130,1989,10,21,900,43.82,-62.95,3908,1989,10,20,1638,46.205,-62.5192,CTD_89912_002_1_DN,4
131,1989,10,22,140,43.73,-63.73,3906,1989,10,20,1506,46.2032,-62.5108,CTD_89912_001_1_DN,4
131,1989,10,22,140,43.73,-63.73,3907,1989,10,20,1549,46.2032,-62.5108,CTD_89912_001_2_DN,4
131,1989,10,22,140,43.73,-63.73,3908,1989,10,20,1638,46.205,-62.5192,CTD_89912_002_1_DN,4
132,1990,9,27,845,43.73,-63.04,4312,1990,9,25,1308,44.8093,-62.8607,CTD_90901_002_22_DN,4
132,1990,9,27,845,43.73,-63.04,4313,1990,9,25,1601,44.5982,-63.9388,CTD_90901_003_25_DN,4
132,1990,9,27,845,43.73,-63.04,4314,1990,9,26,1602,43.5403,-65.7408,CTD_90901_004_22_DN,4
133,1990,9,28,254,43.83,-63.58,4312,1990,9,25,1308,44.8093,-62.8607,CTD_90901_002_22_DN,4
133,1990,9,28,254,43.83,-63.58,4313,1990,9,25,1601,44.5982,-63.9388,CTD_90901_003_25_DN,4
133,1990,9,28,254,43.83,-63.58,4314,1990,9,26,1602,43.5403,-65.7408,CTD_90901_004_22_DN,4
134,1990,9,28,1130,43.79,-63.68,4312,1990,9,25,1308,44.8093,-62.8607,CTD_90901_002_22_DN,4
134,1990,9,28,1130,43.79,-63.68,4313,1990,9,25,1601,44.5982,-63.9388,CTD_90901_003_25_DN,4
134,1990,9,28,1130,43.79,-63.68,4314,1990,9,26,1602,43.5403,-65.7408,CTD_90901_004_22_DN,4
135,1990,10,2,830,44.36,-62.23,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,4
135,1990,10,2,830,44.36,-62.23,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,4
135,1990,10,2,830,44.36,-62.23,4318,1990,10,5,1422,44.651,-65.7433,CTD_90901_005_27_DN,4
136,1990,10,2,945,44.36,-62.23,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,4
136,1990,10,2,945,44.36,-62.23,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,4
136,1990,10,2,945,44.36,-62.23,4318,1990,10,5,1422,44.651,-65.7433,CTD_90901_005_27_DN,4
137,1990,10,2,2230,44.33,-62.39,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,4
137,1990,10,2,2230,44.33,-62.39,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,4
137,1990,10,2,2230,44.33,-62.39,4318,1990,10,5,1422,44.651,-65.7433,CTD_90901_005_27_DN,4
138,1990,10,3,10,44.54,-62.48,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,4
138,1990,10,3,10,44.54,-62.48,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,4
138,1990,10,3,10,44.54,-62.48,4318,1990,10,5,1422,44.651,-65.7433,CTD_90901_005_27_DN,4
139,1990,10,3,1035,44.4,-63.39,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,4
139,1990,10,3,1035,44.4,-63.39,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,4
139,1990,10,3,1035,44.4,-63.39,4318,1990,10,5,1422,44.651,-65.7433,CTD_90901_005_27_DN,4
140,1990,10,4,1950,43.65,-64.45,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,3
140,1990,10,4,1950,43.65,-64.45,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,3
141,1990,10,4,2115,43.77,-64.54,4316,1990,10,4,1222,44.8093,-62.8607,CTD_90901_002_23_DN,3
141,1990,10,4,2115,43.77,-64.54,4317,1990,10,4,1620,44.5982,-63.9388,CTD_90901_003_26_DN,3
142,1991,4,5,204,43.33,-65.15,NA,NA,NA,NA,NA,NA,NA,NA,0
143,1991,4,5,1829,43.33,-65.18,NA,NA,NA,NA,NA,NA,NA,NA,0
144,1991,4,6,1829,43.33,-65.17,NA,NA,NA,NA,NA,NA,NA,NA,0
145,1991,4,7,221,43.32,-65.14,NA,NA,NA,NA,NA,NA,NA,NA,0
146,1991,4,7,1714,43.27,-65.26,NA,NA,NA,NA,NA,NA,NA,NA,0
147,1991,4,8,131,43.18,-65.26,NA,NA,NA,NA,NA,NA,NA,NA,0
148,1991,4,18,1656,43.31,-65.29,4448,1991,4,16,1235,44.8093,-62.8607,CTD_91902_002_4_DN,4
148,1991,4,18,1656,43.31,-65.29,4449,1991,4,16,1646,44.5982,-63.9388,CTD_91902_003_4_DN,4
148,1991,4,18,1656,43.31,-65.29,4450,1991,4,17,1630,44.651,-65.7433,CTD_91902_005_4_DN,4
149,1991,4,19,129,43.32,-65.22,4448,1991,4,16,1235,44.8093,-62.8607,CTD_91902_002_4_DN,4
149,1991,4,19,129,43.32,-65.22,4449,1991,4,16,1646,44.5982,-63.9388,CTD_91902_003_4_DN,4
149,1991,4,19,129,43.32,-65.22,4450,1991,4,17,1630,44.651,-65.7433,CTD_91902_005_4_DN,4
150,1992,11,8,920,43.81,-62.95,4914,1992,11,10,1817,44.4542,-64.3167,CTD_92902_007_11_DN,4
151,1995,4,21,730,43.46,-62.45,5658,1995,4,19,1631,44.6845,-63.6265,CTD_95003_001_1_DN,4
151,1995,4,21,730,43.46,-62.45,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,4
151,1995,4,21,730,43.46,-62.45,5660,1995,4,24,1530,44.4542,-64.3167,CTD_95901_005_2_DN,4
152,1995,4,21,1115,43.88,-62.88,5658,1995,4,19,1631,44.6845,-63.6265,CTD_95003_001_1_DN,4
152,1995,4,21,1115,43.88,-62.88,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,4
152,1995,4,21,1115,43.88,-62.88,5660,1995,4,24,1530,44.4542,-64.3167,CTD_95901_005_2_DN,4
153,1995,4,22,1300,44.25,-63.33,5658,1995,4,19,1631,44.6845,-63.6265,CTD_95003_001_1_DN,4
153,1995,4,22,1300,44.25,-63.33,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,4
153,1995,4,22,1300,44.25,-63.33,5660,1995,4,24,1530,44.4542,-64.3167,CTD_95901_005_2_DN,4
154,1995,4,24,1430,44.13,-58.16,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,3
154,1995,4,24,1430,44.13,-58.16,5660,1995,4,24,1530,44.4542,-64.3167,CTD_95901_005_2_DN,3
155,1995,4,24,2031,44.46,-58.5,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,3
155,1995,4,24,2031,44.46,-58.5,5660,1995,4,24,1530,44.4542,-64.3167,CTD_95901_005_2_DN,3
156,1995,4,25,1430,45.66,-59.69,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,4
156,1995,4,25,1430,45.66,-59.69,5661,1995,4,26,1240,44.6842,-63.6525,CTD_95902_001_5_DN,4
156,1995,4,25,1430,45.66,-59.69,5662,1995,4,26,1256,44.6835,-63.64,CTD_95902_004_3_DN,4
157,1995,4,25,2015,45.81,-59.85,5659,1995,4,24,1238,44.4533,-63.5955,CTD_95901_005_1_DN,4
157,1995,4,25,2015,45.81,-59.85,5661,1995,4,26,1240,44.6842,-63.6525,CTD_95902_001_5_DN,4
157,1995,4,25,2015,45.81,-59.85,5662,1995,4,26,1256,44.6835,-63.64,CTD_95902_004_3_DN,4
158,1995,4,28,730,44.93,-61.01,5661,1995,4,26,1240,44.6842,-63.6525,CTD_95902_001_5_DN,4
158,1995,4,28,730,44.93,-61.01,5662,1995,4,26,1256,44.6835,-63.64,CTD_95902_004_3_DN,4
159,1995,10,11,1030,43.88,-62.88,5795,1995,10,10,1304,44.4533,-63.5955,CTD_95901_020_1_DN,4
159,1995,10,11,1030,43.88,-62.88,5796,1995,10,10,1540,44.4542,-64.3167,CTD_95901_020_2_DN,4
160,1995,10,13,645,43.48,-62.45,5795,1995,10,10,1304,44.4533,-63.5955,CTD_95901_020_1_DN,4
160,1995,10,13,645,43.48,-62.45,5796,1995,10,10,1540,44.4542,-64.3167,CTD_95901_020_2_DN,4
161,1995,10,13,1030,43.18,-62.08,5795,1995,10,10,1304,44.4533,-63.5955,CTD_95901_020_1_DN,4
161,1995,10,13,1030,43.18,-62.08,5796,1995,10,10,1540,44.4542,-64.3167,CTD_95901_020_2_DN,4
162,1995,10,14,1045,44.3,-63.3,NA,NA,NA,NA,NA,NA,NA,NA,0
163,1995,10,16,1615,47.48,-59.48,NA,NA,NA,NA,NA,NA,NA,NA,0
164,1996,6,7,1730,43.18,-62.1,6077,1996,6,7,1258,44.68,-63.6208,CTD_96901_001_01_DN,3
165,1996,6,8,645,43.75,-62.7,6076,1996,6,5,1339,44.6835,-63.64,CTD_96905_003_02_DN,4
165,1996,6,8,645,43.75,-62.7,6077,1996,6,7,1258,44.68,-63.6208,CTD_96901_001_01_DN,4
165,1996,6,8,645,43.75,-62.7,6078,1996,6,11,1305,44.4533,-63.5955,CTD_96901_010_01_DN,4
166,1996,6,8,1200,43.89,-62.89,6076,1996,6,5,1339,44.6835,-63.64,CTD_96905_003_02_DN,4
166,1996,6,8,1200,43.89,-62.89,6077,1996,6,7,1258,44.68,-63.6208,CTD_96901_001_01_DN,4
166,1996,6,8,1200,43.89,-62.89,6078,1996,6,11,1305,44.4533,-63.5955,CTD_96901_010_01_DN,4
167,1996,6,8,1300,43.89,-62.89,6076,1996,6,5,1339,44.6835,-63.64,CTD_96905_003_02_DN,4
